"ind","imgid","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag1c","tag2c","tag3c","tag4c","tag5c","tag6c","tag7c","tag8c","tag9c","tag10c"
"179","1034972886","outdoor","building","house","architecture","country house","trees","sky","architecture","None","None",,,,,,"76:240,12:53,8:158,287:147,302:229,81:201,","394:43,105:16,94:35,432:52,","220:99,",,
"180","103497664","outdoor","snow","shelter","tepee","track","trees","snow","None","None","None",,,,,,"473:185,407:196,177:132,","59:215,90:323,16:274,184:345,","16:274,",,
"181","1035070402","door","architecture","outdoor","stoop","window","wall","None","None","None","None","274:112,194:108,233:289,",,,,,"406:339,144:282,47:128,9:189,187:21,",,,,
"182","1035247240","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"183","1035327007","outdoor","wedding",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"184","103561854","outdoor",NULL,NULL,NULL,NULL,"sky","clouds","water","None","None",,,,,,"40:61,81:19,31:27,","471:45,398:41,40:61,","48:320,41:251,207:326,472:306,432:225,",,
"185","103579604","outdoor","architecture","campanile","tower","building","sky","architecture","None","None","None",,,,,,"63:54,58:354,181:70,79:162,150:155,","303:172,",,,
"186","103587645","indoor","computer","electronics","portable computer","computer monitor","None","None","None","None","None",,,,,,,,,,
"187","1036041443","outdoor","aircraft","vehicle","airplane","jumbo jet","mountains","sky","None","None","None",,,,,,"391:311,284:309,161:310,","252:39,83:246,46:40,51:92,382:98,",,,
"188","103604927","indoor","people","stubble","head","portrait","people","wall","None","None","None",,,,,,"173:292,254:325,312:251,196:88,163:194,332:18,207:","15:162,42:27,",,,
"189","1036418297","performer","people",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"190","1036572338","outdoor","photo border","hdr",NULL,NULL,"sky","water","None","None","None",,,,,,"106:80,107:67,126:53,","75:252,159:206,138:220,",,,
"191","1036577764","people","portrait","friends","indoor","room","people","wood","None","None","None",,,,,,"311:97,315:110,360:232,305:195,116:123,174:122,26:","301:30,18:159,33:34,426:37,425:78,",,,
"192","103730563","window","architecture","windowsill","stoop","lines","None","None","None","None","None",,,,,,,,,,
"193","1038271361","purple","green","macro","outdoor","blue","flowers","trees","None","None","None",,,,,,"275:218,362:238,397:70,","20:45,29:76,186:281,121:229,",,,
"194","1038534399","outdoor","people","costume",NULL,NULL,"people","trees","None","None","None",,,,,,"188:173,327:118,266:66,204:190,","100:222,477:197,488:125,55:74,",,,
"195","1038725614","blue","outdoor","sky","cloud","architecture","architecture","clouds","sky","None","None",,,,,,"191:447,170:343,","95:69,253:36,303:44,301:168,36:267,55:78,","58:337,99:364,216:139,238:348,",,
"196","103878691","atrium","symmetry","architecture","building","skyscraper","architecture","None","None","None","None",,,,,,"312:150,359:105,42:284,422:174,276:61,205:96,",,,,
"197","103891800","art","illustration","indoor","magazine","text","None","None","None","None","None",,,,,,,,,,
"198","1039063103","outdoor","building","shed","architecture","green","trees","dirt","None","None","None",,,,,,"39:18,424:23,425:101,229:144,","29:223,84:328,278:280,",,,
"199","103919649","outdoor","fire",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"200","1039373325","people","stubble","head","portrait",NULL,"people","None","None","None","None",,,,,,"145:197,131:243,197:85,150:194,173:329,283:293,260",,,,
"201","1039674475","outdoor","building","architecture","road","building complex","clouds","sky","road""","None","None",,,,,,"429:44,426:18,427:36,334:53,289:39,211:52,","26:37,23:155,92:163,46:24,","70:316,230:368,399:340,132:340,",,
"202","1039800928","indoor","french window","window","architecture","porch","wood","None","None","None","None",,,,,,"93:53,374:59,",,,,
"203","103984524","outdoor","building","architecture","tower","flying buttress","architecture","sky","None","None","None",,,,,,"201:71,396:156,301:308,","40:104,469:249,393:44,",,,
"204","103984602","sport","court game","basketball","indoor","tennis","floor","wall","None","None","None",,,,,,"111:348,439:354,345:331,","350:110,",,,
"205","103988060","outdoor","horse","animal","resort","horse ranch","sky","animal","wood","sand","None",,,,,,"200:95,","311:179,","325:251,367:284,452:276,324:246,284:266,410:242,","279:309,45:297,204:317,",
"206","1039888","outdoor","nature","full moon","moon","lunar","night sky","None","None","None","None",,,,,,"255:174,",,,,
"207","1039966934","outdoor","seaside","shore","landscape","nature","sand","people","sky","water","None",,,,,,"432:153,260:306,","429:232,131:255,79:257,81:222,","386:94,217:34,","48:127,75:129,",
"208","1040036020","indoor",NULL,NULL,NULL,NULL,"people","window","wall","None","None",,,,,,"178:146,299:104,295:125,357:158,","462:98,405:88,","117:87,239:54,",,
"209","104011688","abstract","pattern","texture","lines","indoor","None","None","None","None","None",,,,,,,,,,
"210","104022973","indoor",NULL,NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"202:38,",,,,
"211","104030447","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"212","104030849","art","graffiti","text","magazine","flag","None","None","None","None","None",,,,,,,,,,
"213","1040365030","indoor","friends","people",NULL,NULL,"wall","None","None","None","None",,,,,,"80:134,117:216,332:103,",,,,
"214","104050443","outfit","ensemble","concert","music","musician","None","None","None","None","None",,,,,,,,,,
"215","1040864901","outdoor","nature","landscape","hill","slope","sky","mountains","trees","None","None",,,,,,"271:145,439:87,481:101,393:50,122:53,","109:167,56:156,276:159,193:167,290:168,","207:213,183:302,336:334,",,
"216","1041221247","outdoor","sport","golf",NULL,NULL,"people","concrete","sky","grass","None",,,,,,"384:176,376:277,","266:211,79:229,","114:23,445:35,","148:333,122:365,170:340,",
"217","1041298409","outdoor","fieldwork","resort","horse ranch",NULL,"forest","rocks","None","None","None",,,,,,"101:119,","432:170,408:360,91:354,428:324,426:191,433:183,",,,
"218","104184113","alley","indoor",NULL,NULL,NULL,"wall","wood","None","None","None",,,,,,"92:109,39:175,424:256,","297:49,212:136,218:176,289:82,341:87,147:88,317:10",,,
"219","104213422","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"220","104220057","fish","animal","nature","benthos","water","water","None","None","None","None",,,,,,"44:36,375:34,364:180,",,,,
"221","104235298","outdoor","road","department store","text","signboard","sky","concrete","None","None","None",,,,,,"30:166,322:70,","240:468,",,,
"222","1042656242","outdoor","shop",NULL,NULL,NULL,"concrete","None","None","None","None",,,,,,"213:438,270:478,311:373,",,,,
"223","1042750470","outdoor","meerkat","animal",NULL,NULL,"trees","rocks","None","None","None",,,,,,"58:40,64:184,392:181,","158:271,192:297,191:325,284:293,",,,
"224","1042813347","outdoor",NULL,NULL,NULL,NULL,"people","grass","sky","None","None",,,,,,"425:51,405:118,282:54,417:52,","72:345,51:361,255:343,163:345,226:367,","13:100,479:116,175:25,",,
"225","1043093969","alehouse","sport","sumo wrestling","indoor",NULL,"people","grass","None","None","None",,,,,,"388:142,376:112,485:248,258:149,244:259,218:271,81","91:361,377:338,312:313,156:242,",,,
"226","10433023","outdoor","lego",NULL,NULL,NULL,"flowers","grass","None","None","None",,,,,,"216:339,217:374,125:316,","15:440,352:294,40:133,46:258,237:419,263:414,",,,
"227","1043508144","outdoor",NULL,NULL,NULL,NULL,"road""","None","None","None","None",,,,,,"0:261,485:312,444:281,",,,,
"228","1044087872","ensemble","outfit","candle","vigil light",NULL,"people","None","None","None","None",,,,,,"307:195,463:126,219:60,",,,,
"229","104414686","bridge","architecture","building","truss","building structure","trees","sky","None","None","None",,,,,,"198:63,454:61,","450:137,284:50,",,,
"230","104453569","fireworks","plant","flower","nature","outdoor","flowers","grass","None","None","None",,,,,,"196:107,159:154,224:191,","10:238,400:103,389:26,445:258,",,,
"231","1044604065","performer","people","indoor",NULL,NULL,"people","None","None","None","None",,,,,,"272:276,191:183,",,,,
"232","1044873102","ceiling","indoor","vault","building","architecture","wall","None","None","None","None",,,,,,"14:273,467:232,415:166,104:62,",,,,
"233","104506726","outdoor","tire","car part","car tire","pedestrian crossing","road""","sky","None","None","None",,,,,,"24:265,64:301,120:343,","118:94,138:95,",,,
"234","1045354941","indoor","hallway","hall","light","room light","floor","wood","wall","None","None",,,,,,"358:317,141:316,","358:317,141:316,","317:24,408:83,113:185,",,
"235","1045469574","outdoor","skating","sport","skateboarding",NULL,"road""","trees","sky","None","None",,,,,,"433:361,82:160,379:174,","28:90,386:86,","429:50,454:64,377:16,",,
"236","104572217","indoor","mezzanine","grocery store","warehouse","department store","concrete","None","None","None","None",,,,,,"212:335,102:498,",,,,
"237","1045841049","outdoor","tire","car part","car tire","wheel","wheels","sky","grass","dirt","None",,,,,,"167:195,13:284,304:263,","299:147,310:161,","360:454,367:477,169:484,328:450,","287:486,335:489,",
"238","10460130","outdoor","sky","cloud",NULL,NULL,"sun","night sky","clouds","sky","None",,,,,,"59:359,131:351,400:371,","371:372,422:367,10:364,49:356,131:366,","10:188,265:264,25:211,125:284,","157:56,376:83,448:76,",
"239","1046118136","animal","cetacean","beluga","fish","dolphin","water","None","None","None","None",,,,,,"71:121,425:113,150:249,",,,,
"240","10461439","outdoor","plant","nature","flower","daffodil","flowers","trees","None","None","None",,,,,,"305:132,278:44,249:137,178:185,","43:5,383:170,374:309,76:279,",,,
"241","1046147952","outdoor","carp","animal","fish","stream","None","None","None","None","None",,,,,,,,,,
"242","104625516","outdoor","sport","bicycle","bike","vehicle","wood","road""","sky","None","None",,,,,,"87:398,315:416,","346:234,324:228,","153:53,325:88,",,
"243","1046263967","outdoor","text","plaque",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"244","1046295396","outfit","ensemble","indoor","classroom","room","wall","None","None","None","None",,,,,,"292:49,381:61,197:40,",,,,
"245","104644786","outdoor","bald eagle","eagle","bird of prey","animal","rocks","sky","None","None","None",,,,,,"110:232,30:282,165:445,","81:90,321:83,",,,
"246","1046588423","hand",NULL,NULL,NULL,NULL,"people","grass","road""","None","None",,,,,,"172:211,147:260,207:133,300:166,33:285,239:274,217","341:369,350:291,411:319,390:313,","96:39,115:39,111:60,409:175,464:83,474:101,134:83,",,
"247","104670632","outdoor","vehicle","car","road","bus","grass","road""","trees","None","None",,,,,,"90:228,36:230,","470:201,50:285,131:319,371:348,","35:44,157:53,21:53,",,
"248","104727901","sun","outdoor","nature","seaside","shore","mountains","sun","sky","None","None",,,,,,"40:175,467:215,24:244,","349:135,383:100,400:105,365:145,","27:24,70:31,55:110,63:42,",,
"249","1047426900","architecture","building","curve","hall","outdoor","sky","None","None","None","None",,,,,,"31:66,287:30,63:26,",,,,
"250","104791639","yellow","indoor","abstract",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"251","1047916700","outdoor","food","barbecue","kitchen ware","appliance","None","None","None","None","None",,,,,,,,,,
"252","1048499477","sport","sportswear",NULL,NULL,NULL,"clouds","sky","people","sand","None",,,,,,"7:19,50:90,","162:23,162:23,","439:76,432:114,402:294,","49:256,37:232,",
"253","1048592334","swim","water sport","water","sport","swimming pool","water","None","None","None","None",,,,,,"23:148,300:295,96:184,",,,,
"254","1049472305","indoor","shop",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"255","1049710","cloud","outdoor","sky","blue","photo border","clouds","sky","None","None","None",,,,,,"343:203,451:189,328:325,261:22,103:18,","62:295,317:34,431:58,325:257,435:313,185:239,",,,
"256","1049783711","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"257","1050022643","neon light","purple","art","light painting",NULL,"None","None","None","None","None",,,,,,,,,,
"258","1050702578","people","head","glasses","indoor","eye","people","None","None","None","None",,,,,,"177:1,143:247,216:156,193:97,399:207,408:272,483:6",,,,
"259","1050838824","outdoor","cloud","sky","aerial","dusk","clouds","None","None","None","None",,,,,,"305:175,177:91,",,,,
"260","105093960","plant","nature","tree","outdoor","forest","forest","None","None","None","None",,,,,,"429:44,232:55,308:131,140:40,82:94,30:206,258:292,",,,,
"261","1050973443","swing",NULL,NULL,NULL,NULL,"people","clouds","trees","sky","None",,,,,,"162:172,238:106,40:144,196:220,","313:21,263:7,262:46,249:54,291:66,","400:189,","108:34,186:66,387:46,",
"262","1051195653","outdoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"263","105135403","stringed instrument","guitar","music","concert","stage","None","None","None","None","None",,,,,,,,,,
"264","1051387065","outdoor","overcast",NULL,NULL,NULL,"wood","sky","None","None","None",,,,,,"173:279,66:273,349:258,","19:182,418:54,76:34,320:81,",,,
"265","1051495686","portrait","people","head","indoor",NULL,"wall","people","None","None","None",,,,,,"283:23,273:301,329:474,213:424,","48:302,143:479,157:72,79:175,246:249,84:227,248:11",,,
"266","105160095","outdoor","sport","golf",NULL,NULL,"trees","grass","None","None","None",,,,,,"220:75,","15:256,50:266,338:273,319:327,184:379,",,,
"267","105171971","outdoor","bird","animal","duck","waterfowl","grass","water","None","None","None",,,,,,"54:319,3:310,3:310,117:328,9:415,131:405,53:401,","308:54,157:79,103:37,219:105,",,,
"268","1051924137","building","architecture","apartment","condominium","outdoor","None","None","None","None","None",,,,,,,,,,
"269","105203579","building","architecture","outdoor","house","hall","architecture","trees","clouds","sky","None",,,,,,"101:196,126:185,127:209,138:356,320:175,47:277,308","3:332,11:280,0:212,7:340,","365:36,316:29,316:29,327:53,","214:84,68:35,",
"270","1052224869","outdoor","plant","flower","nature","wood anemone","flowers","trees","None","None","None",,,,,,"439:214,137:63,82:269,","63:71,278:138,349:264,166:260,",,,
"271","1052243153","indoor","head","people",NULL,NULL,"people","snow","None","None","None",,,,,,"474:314,28:314,43:331,244:162,196:271,256:277,263:","101:172,388:360,438:211,403:93,",,,
"272","105225328","outdoor",NULL,NULL,NULL,NULL,"grass","trees","None","None","None",,,,,,"195:362,121:218,26:289,318:337,127:342,","100:25,186:72,365:125,",,,
"273","105246253","building","architecture","apartment","window frame","window","None","None","None","None","None",,,,,,,,,,
"274","105246501","plant","flower","nature","pistil","depth of field","flowers","None","None","None","None",,,,,,"411:49,410:201,170:187,",,,,
"275","1052641913","outdoor","road","pedestrian crossing","path","intersection","sky","road""","concrete","None","None",,,,,,"101:105,218:70,","82:318,228:300,","30:474,214:463,",,
"276","1053118608","people","indoor","snow",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"277","1053442650","indoor","performer","people","musician","gun","people","night sky","None","None","None",,,,,,"59:205,120:267,82:192,","233:67,",,,
"278","1053562554","outdoor","furniture","building","shed","architecture","wood","None","None","None","None",,,,,,"456:227,33:126,137:339,23:257,135:240,",,,,
"279","1053640908","outdoor",NULL,NULL,NULL,NULL,"water","people","trees","None","None",,,,,,"241:158,376:163,319:194,294:160,","169:130,73:300,28:363,200:364,","95:32,489:44,424:24,405:58,177:6,",,
"280","1053823951","indoor","insect","animal","red","hands","people","None","None","None","None",,,,,,"263:311,29:328,432:98,111:256,82:254,240:302,377:2",,,,
"281","1053919984","indoor","performer","people","sumo wrestling","sport","None","None","None","None","None",,,,,,,,,,
"282","105410198","outdoor","vehicle","aircraft","airplane","car","grass","None","None","None","None",,,,,,"287:296,205:130,13:129,3:204,405:281,243:127,331:1",,,,
"283","1054176707","outdoor","boat","vehicle",NULL,NULL,"water","trees","sky","None","None",,,,,,"486:309,107:362,381:348,","432:181,496:148,11:92,9:232,108:238,56:249,101:54,","30:37,222:132,435:21,35:33,273:51,",,
"284","1054393394","portrait","people","indoor","speaker",NULL,"people","None","None","None","None",,,,,,"304:123,330:155,308:196,303:139,228:113,95:171,72:",,,,
"285","10544508","outdoor","water","watercourse","reservoir",NULL,"water","forest","sky","trees","None",,,,,,"213:172,393:360,236:174,10:173,137:319,","428:131,51:104,201:103,","246:31,84:61,","355:156,471:141,470:309,395:80,",
"286","105466467","indoor","abstract",NULL,NULL,NULL,"wall","floor","None","None","None",,,,,,"474:151,184:211,100:121,","130:275,29:313,176:314,",,,
"287","1054918002","outdoor","boat","vehicle",NULL,NULL,"water","forest","trees","sky","None",,,,,,"412:329,","433:146,184:88,","58:108,421:118,","415:22,302:12,",
"288","105499679","pet","feline","cat","animal","furry","None","None","None","None","None",,,,,,,,,,
"289","105507915","outdoor","nature","seaside","shore","landscape","sky","sand","None","None","None",,,,,,"427:43,161:11,160:71,239:22,56:21,463:51,","7:277,183:273,193:235,75:235,186:325,50:320,32:289",,,
"290","105511051","outdoor","light","dust storm","rainbow","fog","None","None","None","None","None",,,,,,,,,,
"291","105521599","outdoor","sky","dusk","cloud","fortress","water","sky","clouds","None","None",,,,,,"230:262,180:271,","162:152,275:129,","44:20,345:5,460:30,238:17,102:41,",,
"292","1055481618","outdoor","camping","shelter","tent",NULL,"None","None","None","None","None",,,,,,,,,,
"293","105549070","indoor","handmade",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"294","105557113","outdoor","stringed instrument","music","harp","column","sky","wood","trees","None","None",,,,,,"253:190,32:196,undefined:undefined,","119:300,219:196,214:302,171:453,","318:50,247:102,318:133,263:362,",,
"295","1056126698","crimson","red","dark red","maroon","indoor","None","None","None","None","None",,,,,,,,,,
"296","10562900","vehicle","car","blur","indoor","bumper car","None","None","None","None","None",,,,,,,,,,
"297","1056414468","indoor","curve","knife","art","white background","wood","None","None","None","None",,,,,,"112:181,184:182,104:206,135:207,",,,,
"298","105672383","people","indoor",NULL,NULL,NULL,"wall","people","window","None","None",,,,,,"192:22,447:75,452:118,253:29,395:80,","226:151,377:355,408:285,301:321,311:288,228:152,19","388:201,62:234,144:174,",,
"299","1056723903","yellow","indoor",NULL,NULL,NULL,"people","None","None","None","None",,,,,,"323:76,301:122,297:169,103:120,",,,,
"300","1056770811","outdoor","meadow","nature","field","landscape","grass","None","None","None","None",,,,,,"365:3,348:54,449:121,147:92,",,,,
"301","10567991","outdoor",NULL,NULL,NULL,NULL,"concrete","None","None","None","None",,,,,,"37:290,87:246,429:250,285:288,120:278,",,,,
"302","1057531954","blur",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"303","105755411","people","indoor","hat",NULL,NULL,"wall","people","None","None","None",,,,,,"323:317,327:151,","212:227,223:113,187:135,173:188,",,,
"304","1057873","people","indoor",NULL,NULL,NULL,"people","wall","None","None","None",,,,,,"365:183,331:99,486:330,452:352,342:190,79:155,43:2","67:25,53:32,",,,
"305","1058096436","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"306","1058772657","outdoor","building","church","architecture","tower","sky","clouds","architecture","grass","None",,,,,,"15:87,74:40,429:109,273:105,","0:225,28:147,39:228,","370:252,172:302,292:190,293:215,357:204,245:216,17","464:303,67:326,143:320,439:317,",
"307","105971434","outdoor","sand","nature","landscape","dune","sand","None","None","None","None",,,,,,"276:133,32:236,307:172,149:291,",,,,
"308","1059899981","outdoor","plant","flower","nature","hibiscus","flowers","grass","trees","None","None",,,,,,"294:38,321:84,275:77,222:115,182:174,122:101,256:1","371:372,399:360,478:331,","151:34,331:224,418:24,406:200,",,
"309","1060138047","people","groupshot","indoor","alehouse","friends","people","None","None","None","None",,,,,,"18:159,301:280,283:145,293:153,385:297,303:283,",,,,
"310","1060622454","outdoor","hedge","plant","nature",NULL,"trees","concrete","None","None","None",,,,,,"145:164,79:196,259:334,157:247,","29:408,295:463,34:433,153:452,213:417,",,,
"311","1060668841","sport","auto racing","racing","car","race car","grass","road""","dirt","sand","None",,,,,,"157:178,74:268,391:259,","19:222,442:204,61:208,","86:158,437:143,260:131,","12:98,59:98,397:87,111:107,",
"312","10607669","gravestone","graffiti","art",NULL,NULL,"concrete","None","None","None","None",,,,,,"256:297,53:305,449:49,38:53,",,,,
"313","106113855","green","life jacket",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"314","106150959","roller coaster","amusement park","bridge","architecture","steel arch bridge","trees","clouds","None","None","None",,,,,,"311:362,257:360,437:286,9:326,19:47,","200:49,421:62,259:18,299:53,153:91,420:35,329:40,",,,
"315","10615110","people","outdoor",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"316","106153077","outdoor","sport","parasail","jump","aircraft","None","None","None","None","None",,,,,,,,,,
"317","1061621025","outdoor","green","plant","nature","foliage","None","None","None","None","None",,,,,,,,,,
"318","1061716875","outdoor","building","architecture","resort","boat","sky","trees","palm tree","None","None",,,,,,"43:22,415:78,131:19,","371:163,400:128,332:136,258:168,43:157,","329:136,255:140,45:153,",,
"319","10618630","outdoor","sky","cloud","dusk","windmill","sky","clouds","night sky","mountains","None",,,,,,"164:106,454:73,174:85,","29:162,19:188,462:212,268:183,36:77,","25:286,426:292,282:284,292:300,77:307,","97:327,394:346,241:333,104:323,",
"320","1062062301","outdoor","safari","nature","horse","animal","dirt","None","None","None","None",,,,,,"422:312,51:195,67:169,30:154,407:257,293:240,398:2",,,,
"321","106218275","blue","outdoor","monochrome","sky","aircraft","clouds","sky","None","None","None",,,,,,"449:36,449:36,449:36,471:116,","216:48,170:185,100:259,328:210,",,,
"322","1062386379","outdoor","dusk",NULL,NULL,NULL,"road""","clouds","sky","None","None",,,,,,"323:302,356:345,162:332,","48:178,204:192,159:157,464:197,373:195,","465:23,189:10,405:54,80:77,337:81,",,
"323","1062528897","outdoor","nature","field","landscape","grassland","grass","mountains","clouds","None","None",,,,,,"222:291,22:336,111:351,333:318,","357:208,314:189,","141:151,36:90,277:108,428:72,",,
"324","1062700208","indoor","hall",NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"327:53,20:64,156:61,",,,,
"325","1062884179","outdoor",NULL,NULL,NULL,NULL,"dirt","trees","None","None","None",,,,,,"337:395,229:484,90:438,338:445,309:407,","224:91,23:145,100:235,",,,
"326","1063268002","cigarette butt",NULL,NULL,NULL,NULL,"sand","None","None","None","None",,,,,,"282:36,428:350,347:315,120:345,415:198,261:40,19:6",,,,
"327","1063412477","outdoor","road","sign","text","vehicle","road""","sky","None","None","None",,,,,,"432:308,350:339,192:357,","167:28,401:86,289:85,",,,
"328","1063440905","indoor",NULL,NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"40:55,376:287,408:64,77:90,",,,,
"329","1063464579","outdoor","road","freeway","highway","nature","grass","sky","road""","None","None",,,,,,"146:198,468:194,373:202,356:215,120:229,120:229,32","447:149,75:142,57:35,332:35,201:66,117:165,297:143","126:244,20:244,35:251,",,
"330","1063609072","window","architecture","windowsill","indoor","blur","wood","None","None","None","None",,,,,,"299:52,307:260,",,,,
"331","1063718859","aircraft","vehicle","airplane","jet","jetliner","sky","None","None","None","None",,,,,,"269:33,333:260,174:31,",,,,
"332","106414190","monochrome","bird","animal","outdoor",NULL,"None","None","None","None","None",,,,,,,,,,
"333","10642863","hair","head","people","indoor","friends","people","None","None","None","None",,,,,,"229:64,221:262,277:249,112:124,",,,,
"334","1065137819","portrait","people","indoor","hair","head","wood","people","None","None","None",,,,,,"187:296,124:315,","334:93,240:70,332:322,225:241,335:98,226:100,330:1",,,
"335","1065159334","outdoor","rainbow","fog","mist","storm","trees","sky","None","None","None",,,,,,"146:241,292:312,391:302,112:285,","19:56,42:219,61:44,429:52,146:241,",,,
"336","106539430","outdoor","snow","snowdrift","snowbank","nature","snow","sky","clouds","trees","None",,,,,,"313:242,245:186,76:210,","52:53,279:71,142:9,","487:20,426:25,","277:137,144:123,",
"337","1065717596","text","signboard","sign","indoor","writing","None","None","None","None","None",,,,,,,,,,
"338","106599207","outdoor","plant","nature","tree","park","dirt","trees","sky","None","None",,,,,,"174:362,274:326,123:346,","79:71,423:214,241:184,38:236,","166:23,115:195,310:182,341:72,",,
"339","106608384","outdoor","nature","water","waterfall","landscape","None","None","None","None","None",,,,,,,,,,
"340","1066097961","indoor",NULL,NULL,NULL,NULL,"wall","people","None","None","None",,,,,,"420:19,460:129,160:14,","152:117,420:203,174:185,",,,
"341","106664188","indoor","food","meal","banquet","dinner table","wall","None","None","None","None",,,,,,"447:60,386:50,251:87,71:94,",,,,
"342","106693445","outdoor","windshield","car part","car mirror",NULL,"None","None","None","None","None",,,,,,,,,,
"343","1067072303","outfit","ensemble","indoor","people","friends","None","None","None","None","None",,,,,,,,,,
"344","1067163687","assembly","indoor","assembly hall","auditorium","alehouse","people","None","None","None","None",,,,,,"404:276,439:309,",,,,
"345","106751900","feline","pet","cat","animal","tabby","None","None","None","None","None",,,,,,,,,,
"346","106772960","bike","vehicle","bicycle","outdoor","cycling","concrete","clouds","sky","None","None",,,,,,"219:324,49:320,481:271,","291:39,233:34,131:81,","374:22,456:73,415:46,",,
"347","1067868074","indoor","food","meal","banquet","dinner table","people","night sky","None","None","None",,,,,,"360:147,340:126,416:98,53:295,136:276,41:90,349:12","352:47,106:53,253:23,",,,
"348","10680112","outdoor","car","vehicle","van","car bumper","snow","None","None","None","None",,,,,,"400:20,34:322,474:33,373:24,466:173,438:303,438:30",,,,
"349","106810018","indoor","electronics",NULL,NULL,NULL,"wood","None","None","None","None",,,,,,"263:129,317:218,219:223,290:259,228:267,6:125,122:",,,,
"350","1068513531","outdoor","nature","park","pond","landscape","None","None","None","None","None",,,,,,,,,,
"351","106854966","people","indoor","portrait","head",NULL,"wall","people","None","None","None",,,,,,"23:147,59:71,21:166,","201:155,243:79,223:188,211:165,",,,
"352","1068867196","outdoor","pink","flower","nature","plant","flowers","None","None","None","None",,,,,,"322:135,157:118,159:119,263:226,",,,,
"353","106907499","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"365:266,371:91,369:206,291:172,368:208,382:281,383",,,,
"354","106941013","building","building complex","architecture","high-rise","condominium","clouds","None","None","None","None",,,,,,"29:230,305:55,64:72,318:138,",,,,
"355","1069422533","indoor","groom","people",NULL,NULL,"wood","None","None","None","None",,,,,,"458:111,472:189,",,,,
"356","106971470","outdoor","bagpipe","music","performer","people","sky","concrete","road""","None","None",,,,,,"183:57,260:114,247:106,","307:485,175:479,196:482,","316:478,202:473,",,
"357","106992876","indoor","furniture","desk","table","room","None","None","None","None","None",,,,,,,,,,
"358","1070138687","outdoor","black",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"359","1070145912","fabric","drapery","texture","curtain","pastel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"360","1070459601","building","architecture","outdoor","building complex","palace",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"361","1070538057","indoor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"362","1070854533","indoor","vigil light","candle","percussion instrumen","music",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"363","107132480","indoor","candle","vigil light","lounge","room",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"364","1071360872","outdoor","nature","seaside","shore","landscape",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"365","107161714","outdoor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"366","1071827294","grocery store","outdoor","bazaar","open air market","farmer's market",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"367","1071905564","outdoor","people","chicken","bird","animal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"368","1072031703","outdoor","bike","vehicle","motorcycle","golf cart",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"369","1072069634","outdoor","nature","lake","landscape","shore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
